epoch,test_acc,train_acc,test_clik,train_clik,test_plik,train_plik,accept_prob
25,0.98349609375,0.9993683510638298,-0.007865335,-0.00021367961,-2388.6144680073103,-2322.7818941166242,0.9829787234042553
26,0.98134765625,0.9983710106382979,-0.009609087,-0.0004742307,-2406.2685972094696,-2338.631565654294,0.9744680851063829
27,0.98203125,0.9988696808510639,-0.008561836,-0.00037554538,-2395.23053802294,-2332.1449056987212,0.9787234042553191
28,0.97998046875,0.9984042553191489,-0.009678304,-0.0005062809,-2405.0053203226985,-2338.5991332652034,0.9702127659574468
29,0.9828125,0.9995511968085107,-0.008413323,-0.00014982893,-2390.9363776237133,-2315.792882064021,0.9829787234042553
30,0.98369140625,0.9989029255319148,-0.009316187,-0.00029343105,-2400.517872490186,-2324.9618631975836,0.9872340425531915
31,0.983203125,0.9993018617021276,-0.008934814,-0.0002076415,-2397.903068501417,-2321.013421017591,0.9617021276595744
32,0.9822265625,0.999251994680851,-0.009451919,-0.00023790845,-2403.130502788292,-2322.88581380056,0.9872340425531915
33,0.98310546875,0.9996343085106383,-0.009013629,-0.00012364407,-2398.0529673345995,-2315.335327888341,0.9872340425531915
34,0.9853515625,0.9998670212765958,-0.008611671,-6.835544e-5,-2393.1380473285,-2311.122666945962,0.9787234042553191
35,0.98251953125,0.9994015957446809,-0.009493276,-0.00017174984,-2401.41167237245,-2316.783907670607,0.9829787234042553
36,0.98173828125,0.9992852393617021,-0.01039388,-0.00022685684,-2408.226628395204,-2317.8992339097304,0.9914893617021276
37,0.9796875,0.9981382978723404,-0.011437701,-0.00052882225,-2417.512219115437,-2334.864538832844,0.9659574468085106
38,0.98271484375,0.9985039893617021,-0.009623846,-0.00043491842,-2398.3647330464587,-2328.221380537914,0.9829787234042553
39,0.9845703125,0.9996343085106383,-0.0089413095,-0.00011075021,-2390.986733461249,-2308.2186527498843,0.9744680851063829
40,0.98193359375,0.9994348404255319,-0.00966281,-0.00021712753,-2398.2053345096983,-2314.604888762323,0.9829787234042553
41,0.98076171875,0.996875,-0.01077986,-0.00087090564,-2410.0809911623674,-2354.5367216006,0.9872340425531915
42,0.98134765625,0.9991522606382979,-0.009967502,-0.00025532642,-2402.0839578269824,-2317.728524362932,0.9914893617021276
43,0.983203125,0.9996176861702127,-0.0098034525,-0.000108200366,-2401.0198344628407,-2309.477333490093,0.9787234042553191
44,0.9806640625,0.9969913563829788,-0.012521929,-0.0010541308,-2427.752941007514,-2365.7815016459417,0.9829787234042553
45,0.98369140625,0.9999168882978723,-0.008710558,-3.750099e-5,-2389.464080733672,-2304.6085645383746,0.9829787234042553
46,0.98544921875,1.0,-0.008423177,-8.835491e-6,-2386.232160642101,-2302.530524327709,0.9829787234042553
47,0.98486328125,1.0,-0.008619082,-3.2892822e-6,-2389.166732585477,-2303.1732707232704,0.9829787234042553
48,0.98466796875,1.0,-0.008621961,-2.4595242e-6,-2388.449328571658,-2302.3772879094886,0.9872340425531915
49,0.98427734375,1.0,-0.008682038,-2.1117003e-6,-2388.709974905789,-2302.016303381264,1.0
50,0.9845703125,1.0,-0.008810457,-1.7929389e-6,-2390.082227214547,-2302.085235066088,1.0
51,0.9845703125,1.0,-0.008870148,-1.5418678e-6,-2389.396576969666,-2300.787604360623,0.9957446808510638
52,0.98447265625,1.0,-0.008952597,-1.376357e-6,-2390.133516563905,-2300.690127520693,0.9957446808510638
53,0.984375,1.0,-0.008985487,-1.2263034e-6,-2390.710087477405,-2300.928799658258,1.0
54,0.9845703125,1.0,-0.009148427,-1.1054778e-6,-2391.818646899462,-2300.4006997561455,0.9914893617021276
55,0.9845703125,1.0,-0.009275448,-9.977359e-7,-2392.991788061485,-2300.297173762843,0.9957446808510638
56,0.984375,1.0,-0.009291508,-8.469848e-7,-2394.6344406231246,-2301.770174872031,0.9914893617021276
57,0.9841796875,1.0,-0.009353157,-7.4735715e-7,-2395.388709508784,-2301.9019805015696,1.0
58,0.984375,1.0,-0.009434458,-6.768872e-7,-2395.870149411892,-2301.566181041931,1.0
59,0.9845703125,1.0,-0.009526178,-6.252858e-7,-2395.6322535975646,-2300.4079909614097,1.0
60,0.9845703125,1.0,-0.009595869,-5.686746e-7,-2394.9246214238274,-2299.0000474398303,1.0
61,0.98427734375,1.0,-0.0096845785,-5.0028905e-7,-2398.7963183397374,-2301.980548633816,1.0
62,0.984375,1.0,-0.009751255,-4.39e-7,-2397.725283071689,-2300.2390727180164,1.0
63,0.98447265625,1.0,-0.009797951,-3.860518e-7,-2398.562776892827,-2300.6064249252986,0.9957446808510638
64,0.984765625,1.0,-0.009798047,-3.5633875e-7,-2396.1986351111423,-2298.239546685059,1.0
65,0.98447265625,1.0,-0.009832804,-3.3807902e-7,-2395.4885773352635,-2297.1808209988576,1.0
66,0.98447265625,1.0,-0.0099255955,-3.0372863e-7,-2394.8689741039643,-2295.631239264644,1.0
67,0.98427734375,1.0,-0.009964756,-2.856512e-7,-2393.141824322407,-2293.511403274377,1.0
68,0.9845703125,1.0,-0.010023919,-2.540179e-7,-2392.4870628564195,-2292.2631147819147,1.0
69,0.98447265625,1.0,-0.010148636,-2.2600676e-7,-2394.3729381213743,-2292.9001398847286,1.0
70,0.984765625,1.0,-0.0101784505,-2.0671749e-7,-2394.1668084314897,-2292.394703729531,0.9957446808510638
71,0.984375,1.0,-0.010256739,-1.8873286e-7,-2395.347697140417,-2292.7916306701964,1.0
72,0.984375,1.0,-0.0102844825,-1.8544897e-7,-2393.4482827630495,-2290.6145839566966,1.0
73,0.9841796875,1.0,-0.010297408,-1.7648469e-7,-2390.795645130822,-2287.8321512658385,1.0
74,0.984375,1.0,-0.010443208,-1.528378e-7,-2392.5097377215743,-2288.086832488817,1.0
75,0.98447265625,1.0,-0.01047816,-1.4259645e-7,-2391.435363985421,-2286.662318819957,1.0
76,0.983984375,1.0,-0.010490277,-1.3105246e-7,-2393.74916767957,-2288.8542598306603,1.0
77,0.983984375,1.0,-0.010522444,-1.215582e-7,-2393.817345972315,-2288.6001979360844,1.0
78,0.98408203125,1.0,-0.010577624,-1.2138511e-7,-2393.9887829459394,-2288.2198285650584,1.0
79,0.983984375,1.0,-0.01059699,-1.1062986e-7,-2393.0948802666207,-2287.1316236490784,1.0
80,0.983984375,1.0,-0.0106091555,-1.0390212e-7,-2393.1443186064644,-2287.058999999186,1.0
81,0.98388671875,1.0,-0.010727684,-9.842646e-8,-2395.913809711639,-2288.6428750893697,1.0
82,0.98408203125,1.0,-0.010781281,-8.750828e-8,-2396.98671032783,-2289.179155648839,1.0
83,0.984375,1.0,-0.010831363,-8.3740645e-8,-2395.64131907071,-2287.332714359043,1.0
84,0.98427734375,1.0,-0.0109315915,-7.436303e-8,-2396.9867145128387,-2287.675258325676,1.0
85,0.984375,1.0,-0.0109584555,-7.275258e-8,-2396.9226014093083,-2287.3424099842605,1.0
86,0.98388671875,1.0,-0.011014507,-6.5290536e-8,-2396.3776898577325,-2286.2365343526453,1.0
87,0.9837890625,1.0,-0.011084733,-6.3472825e-8,-2397.004996018125,-2286.161476201717,1.0
88,0.9837890625,1.0,-0.011167897,-6.3468086e-8,-2396.8336773055457,-2285.15851505374,1.0
89,0.9837890625,1.0,-0.011174787,-6.120959e-8,-2395.01387935663,-2283.2696805330493,1.0
90,0.98388671875,1.0,-0.011232008,-5.7182504e-8,-2397.5011141563737,-2285.184461488432,1.0
91,0.98369140625,1.0,-0.011294914,-5.560379e-8,-2398.1337773629434,-2285.187971134155,1.0
92,0.98359375,1.0,-0.0113419425,-5.37562e-8,-2398.3416163932516,-2284.925415800836,1.0
93,0.98388671875,1.0,-0.011411833,-5.058059e-8,-2398.8861282366374,-2284.770838792068,1.0
94,0.983984375,1.0,-0.011467652,-4.6619128e-8,-2400.1255496169097,-2285.451825463365,1.0
95,0.9837890625,1.0,-0.011557193,-4.3246608e-8,-2402.835011155561,-2287.26568364979,1.0
96,0.98388671875,1.0,-0.01156148,-4.1115523e-8,-2403.1233637531523,-2287.5110235557195,1.0
97,0.9841796875,1.0,-0.011657177,-3.862062e-8,-2405.1215357361966,-2288.5520908884378,1.0
98,0.98369140625,1.0,-0.011660523,-3.3099123e-8,-2405.815171209857,-2289.2119325478507,1.0
99,0.98349609375,1.0,-0.011792502,-3.06865e-8,-2408.1785945049933,-2290.25540975509,1.0
100,0.9841796875,1.0,-0.011822002,-2.969685e-8,-2406.829392386514,-2288.611157718028,1.0
