epoch,test_acc,train_acc,test_clik,train_clik,test_plik,train_plik,accept_prob
56,0.9744140625,0.9945811170212766,-0.009349402,-0.0023909118,4701.252755041928,4651.292061682553,0.902127659574468
57,0.97451171875,0.9949135638297872,-0.009394513,-0.0022555364,4700.934117474546,4659.547070660581,0.8680851063829788
58,0.97451171875,0.9951130319148936,-0.009468665,-0.0021370018,4700.192601361265,4666.659146466245,0.8723404255319149
59,0.97431640625,0.9954288563829787,-0.009549281,-0.0020218617,4699.478585549788,4673.659684487776,0.9148936170212766
60,0.97431640625,0.9956781914893617,-0.009613964,-0.0019067309,4698.791259628009,4680.527046065998,0.9063829787234042
61,0.9744140625,0.9960106382978723,-0.009706843,-0.0017985522,4697.844612417575,4686.999908743259,0.9063829787234042
62,0.9744140625,0.996376329787234,-0.009790929,-0.0016881101,4696.759446938852,4693.382135232309,0.9106382978723404
63,0.97431640625,0.9965757978723404,-0.009888553,-0.0015904375,4695.69021711366,4699.149499035047,0.8808510638297873
64,0.97421875,0.9968251329787234,-0.0099937515,-0.0014979002,4694.724564653897,4704.78806410458,0.9063829787234042
65,0.974609375,0.9971742021276596,-0.010097142,-0.0013986808,4693.77382072791,4710.824388354863,0.902127659574468
66,0.9744140625,0.9974734042553192,-0.010182072,-0.0013068682,4692.949797039597,4716.358435040085,0.9361702127659575
67,0.97451171875,0.9976728723404256,-0.01028735,-0.0012102587,4691.788461282525,4722.04643399981,0.9063829787234042
68,0.97490234375,0.997938829787234,-0.010417019,-0.0011260896,4690.549018910985,4727.153831533055,0.9361702127659575
69,0.97470703125,0.9981216755319149,-0.010543584,-0.0010413339,4689.068536519002,4732.0243394364825,0.9404255319148936
70,0.97470703125,0.9981881648936171,-0.010695343,-0.00096530316,4687.667555003682,4736.7027951770215,0.9319148936170213
71,0.974609375,0.9983045212765957,-0.010858205,-0.0009010362,4686.008189476506,4740.528071678655,0.9446808510638298
72,0.97451171875,0.9983543882978724,-0.011032442,-0.000838194,4684.195795169133,4744.228574862736,0.9234042553191489
73,0.9744140625,0.9983876329787233,-0.011232866,-0.0007882878,4682.1915532257735,4747.222944369572,0.9276595744680851
74,0.9744140625,0.9984541223404255,-0.011381573,-0.000722525,4680.704485049504,4751.168710818547,0.9617021276595744
75,0.9744140625,0.9986535904255319,-0.011611922,-0.00068008463,4678.390784708435,4753.704925028259,0.9276595744680851
76,0.97431640625,0.9987699468085106,-0.011825374,-0.00064292,4676.329904016463,4756.0084509219805,0.9276595744680851
77,0.97392578125,0.9988364361702128,-0.012022374,-0.00059539615,4674.345578565274,4758.845548047696,0.9106382978723404
78,0.973828125,0.9989195478723404,-0.012171132,-0.0005427061,4672.980114719218,4762.129067203349,0.9574468085106383
79,0.97421875,0.9990026595744681,-0.012348773,-0.00050479895,4671.118005499109,4764.317800268396,0.9446808510638298
80,0.97431640625,0.9991023936170212,-0.012507763,-0.00046201432,4669.543388107359,4766.900157669126,0.9659574468085106
81,0.97421875,0.9991688829787234,-0.01271752,-0.00043077872,4667.512482350132,4768.840960209629,0.9574468085106383
82,0.97421875,0.999251994680851,-0.012897618,-0.00039798958,4665.530588394811,4770.627393967321,0.9361702127659575
83,0.97431640625,0.99921875,-0.013153621,-0.00038418837,4663.01845888557,4771.503366035839,0.9361702127659575
84,0.97412109375,0.9992852393617021,-0.0132260425,-0.00035077264,4662.413763355001,4773.62782699941,0.9787234042553191
85,0.974609375,0.9994514627659574,-0.013368324,-0.00031124285,4660.904841678309,4775.913512485194,0.9659574468085106
86,0.9744140625,0.9989195478723404,-0.013865874,-0.0004540964,4655.8543032126645,4767.267257543109,0.9659574468085106
87,0.9708984375,0.9956948138297872,-0.016164739,-0.0011980815,4632.856573853609,4722.619063172457,0.9702127659574468
88,0.9724609375,0.9979886968085107,-0.014956607,-0.000703434,4644.796914350263,4752.156945478193,0.9361702127659575
89,0.972265625,0.9972739361702128,-0.015562355,-0.0008128081,4638.72337521561,4745.5784396077,0.948936170212766
90,0.97294921875,0.9980884308510638,-0.015213544,-0.00061105314,4642.180021501663,4757.652269579055,0.9659574468085106
91,0.97421875,0.9990192819148936,-0.014710022,-0.00035318153,4647.2722388130205,4773.181567273714,0.9659574468085106
92,0.9740234375,0.9984873670212766,-0.014974385,-0.00044149937,4644.714756096109,4767.968645179972,0.9659574468085106
93,0.97431640625,0.9991688829787234,-0.014590814,-0.00031269706,4648.5476754097945,4775.693993845463,0.9702127659574468
94,0.97421875,0.9992852393617021,-0.014691378,-0.00026079157,4647.595173513444,4778.861451780351,0.9702127659574468
95,0.975,0.9994348404255319,-0.01444079,-0.00022223972,4650.183590775562,4781.257105713917,0.9617021276595744
96,0.97421875,0.999251994680851,-0.014930267,-0.00028810347,4645.239219229282,4777.25568346268,0.9659574468085106
97,0.973828125,0.9996509308510638,-0.014851222,-0.00019070694,4645.9378169655665,4783.0076230645045,0.9617021276595744
98,0.9744140625,0.999501329787234,-0.01469552,-0.00020716524,4647.469744629726,4781.995030350551,0.9574468085106383
99,0.97470703125,0.9996176861702127,-0.015048606,-0.00019163014,4643.905008094891,4782.893268364056,0.9702127659574468
100,0.97373046875,0.999501329787234,-0.015363699,-0.00022435402,4640.728884434705,4780.904636120801,0.9659574468085106
