epoch,test_acc,train_acc,test_clik,train_clik,test_plik,train_plik
58,0.976171875,0.9987533244680851,-0.009276526,-0.0007462648,4812.307453774243,4860.296822212964
59,0.97607421875,0.9988198138297872,-0.009326548,-0.00071254774,4850.403739486253,4900.91635469011
60,0.97587890625,0.9989195478723404,-0.009353177,-0.0006794112,4888.340554698327,4941.107648356774
61,0.97578125,0.9989361702127659,-0.0094443215,-0.00065668445,4925.182047721498,4980.224196311586
62,0.97568359375,0.9990026595744681,-0.009449481,-0.0006280681,4962.4895349442795,5019.300261110051
63,0.97548828125,0.9991023936170212,-0.009529496,-0.00060594006,4998.122321044127,5057.060870085875
64,0.97568359375,0.999185505319149,-0.00954884,-0.0005769863,5034.484848418993,5095.354072967333
65,0.976171875,0.9992852393617021,-0.009589172,-0.0005513573,5069.893194824324,5132.703474670516
66,0.9759765625,0.9993517287234043,-0.009588179,-0.00052365276,5105.718100158969,5170.18072375516
67,0.97607421875,0.9993849734042554,-0.009621587,-0.00049557514,5140.675304378034,5207.1566619524965
68,0.9763671875,0.9994514627659574,-0.009597288,-0.0004630157,5175.16215630324,5243.354100425555
69,0.9765625,0.999468085106383,-0.009596129,-0.0004453055,5208.830810652196,5278.073770628393
70,0.9765625,0.999468085106383,-0.009605802,-0.00042085667,5241.681812458813,5312.488426380932
71,0.97666015625,0.9995844414893617,-0.009560908,-0.0003938702,5274.4280478993805,5346.404921297208
72,0.976953125,0.9996675531914894,-0.009552044,-0.00036883773,5305.521178545766,5378.911353411489
73,0.97666015625,0.999717420212766,-0.009554785,-0.000350751,5336.423630528247,5410.926413349902
74,0.976953125,0.999750664893617,-0.009538581,-0.0003343946,5366.74409355979,5442.0662199483395
75,0.976953125,0.999750664893617,-0.009554546,-0.0003182152,5395.336523614742,5471.7890745028035
76,0.97685546875,0.9998005319148936,-0.009562112,-0.00030549726,5423.669751991384,5500.961040367239
77,0.976953125,0.9998005319148936,-0.009590766,-0.00029656017,5450.797680426416,5528.911732245264
78,0.97705078125,0.9998005319148936,-0.009618714,-0.00028606076,5477.007233628679,5556.030728349138
79,0.976953125,0.9998171542553191,-0.009642163,-0.00027751675,5502.503094145786,5582.2737202139015
80,0.97705078125,0.9998503989361702,-0.009671907,-0.00026961483,5527.14741206994,5607.689593084955
81,0.9771484375,0.9998503989361702,-0.009696209,-0.00026305064,5551.037717377974,5632.216768777205
82,0.97724609375,0.9998503989361702,-0.009730143,-0.00025482784,5573.964176533719,5655.975927708646
83,0.97734375,0.9998670212765958,-0.00974892,-0.00024475035,5596.31178842593,5679.115963802822
84,0.97763671875,0.9998670212765958,-0.009772751,-0.00023786118,5617.881276236772,5701.337113486527
85,0.97763671875,0.9998670212765958,-0.00980151,-0.00023190702,5638.52703497174,5722.627712461975
86,0.977734375,0.9998670212765958,-0.009823045,-0.00022161659,5658.751587712006,5743.685038410858
87,0.97783203125,0.9998670212765958,-0.009849606,-0.00021614761,5677.988970334165,5763.5161767550635
88,0.97783203125,0.9998503989361702,-0.009894489,-0.0002107038,5696.395847469133,5782.6985122259075
89,0.97744140625,0.9998670212765958,-0.009923002,-0.00020434521,5714.438753314351,5801.408059306477
90,0.977734375,0.9998670212765958,-0.009937603,-0.00019917106,5731.782372305412,5819.208138296623
91,0.97763671875,0.9999002659574469,-0.009954119,-0.00019357377,5748.602215304874,5836.528980746769
92,0.97763671875,0.9998836436170213,-0.010011234,-0.00019082814,5764.245744711323,5852.908398634358
93,0.97763671875,0.9998503989361702,-0.010060116,-0.00018865525,5779.474129618718,5868.755972804142
94,0.97744140625,0.9998670212765958,-0.010116553,-0.00018764444,5794.173838977328,5884.080699328891
95,0.9771484375,0.9998670212765958,-0.01017111,-0.00018678379,5808.231283654296,5898.735353936278
96,0.97724609375,0.9998503989361702,-0.010245553,-0.00018965763,5821.373725834585,5912.4498042495015
97,0.97724609375,0.9998005319148936,-0.010325956,-0.00018934449,5833.939430329135,5925.838320824435
98,0.97744140625,0.9998503989361702,-0.010359314,-0.00018617063,5846.715269617093,5939.138171724332
99,0.97724609375,0.9998171542553191,-0.010430088,-0.00018790855,5858.12136653308,5951.14773372058
100,0.97744140625,0.9998005319148936,-0.010476636,-0.00018769714,5869.504467718332,5963.008996717661
