epoch,test_acc,train_acc,test_clik,train_clik,test_plik,train_plik,accept_prob
1,0.73779296875,0.7310117464539007,-0.0821179,-0.08303448,4041.563416365887,-119.3264151770818,0.9787234042553191
2,0.81142578125,0.8033798758865248,-0.06220284,-0.063280754,4236.512558487046,1061.695724990952,1.0
3,0.83427734375,0.8291777482269503,-0.056206163,-0.056955103,4291.482899677783,1436.2383928418458,1.0
4,0.8486328125,0.8466145833333334,-0.0518931,-0.052391943,4329.748635324943,1705.1630640358808,1.0
5,0.8611328125,0.8605441046099291,-0.048071623,-0.04839706,4362.471265355487,1939.3637519277527,1.0
6,0.87236328125,0.871592420212766,-0.044362742,-0.044507645,4394.235784075013,2167.4044547293097,1.0
7,0.882421875,0.8826241134751772,-0.040621094,-0.040573955,4427.317884250582,2399.091565891207,1.0
8,0.8931640625,0.8944703014184398,-0.036710724,-0.036474958,4462.1932781694395,2640.8029583452208,1.0
9,0.90244140625,0.9049589982269504,-0.0334215,-0.032883815,4490.72181067525,2851.907906866656,1.0
10,0.9083984375,0.9137023492907802,-0.030530464,-0.029782213,4516.238545064942,3034.610432271973,1.0
11,0.91767578125,0.9212433510638298,-0.028039595,-0.027152942,4537.184049183959,3188.4035010882562,1.0
12,0.9234375,0.9272273936170212,-0.026016394,-0.025066812,4554.83981552212,3310.9950889596203,1.0
13,0.92822265625,0.9314937943262411,-0.024520684,-0.02341118,4568.387184740144,3408.9231191883864,1.0
14,0.93408203125,0.9370622783687943,-0.02273427,-0.021595955,4584.72336565703,3516.3087385818344,1.0
15,0.9376953125,0.9410516400709219,-0.021359885,-0.020134464,4595.092666959818,3600.6236423016153,1.0
16,0.9421875,0.9442265070921986,-0.020303523,-0.018936595,4604.797118263467,3671.636672096475,1.0
17,0.94462890625,0.9478003102836879,-0.019160008,-0.017673194,4611.53095420642,3742.739312971068,0.9957446808510638
18,0.9484375,0.9509751773049645,-0.01823621,-0.01668457,4620.363959025106,3801.6519076335044,0.9914893617021276
19,0.95009765625,0.95411679964539,-0.017453471,-0.015748918,4627.204231198911,3856.803886350278,0.9872340425531915
20,0.95126953125,0.956571365248227,-0.016809238,-0.014974138,4630.818414500563,3900.462549022048,0.9744680851063829
21,0.95283203125,0.958133865248227,-0.016396942,-0.014379756,4633.873048953839,3935.0571309850893,0.9659574468085106
22,0.95458984375,0.9608931737588653,-0.015646273,-0.013532571,4641.409277614346,3985.917792018643,0.9829787234042553
23,0.9556640625,0.9624390514184398,-0.015240615,-0.012956669,4643.139760825801,4018.145772788692,0.9659574468085106
24,0.95595703125,0.9639683067375887,-0.0149776945,-0.01252057,4644.0845091432275,4042.6272642701806,0.9702127659574468
25,0.958203125,0.9658133865248227,-0.014553756,-0.011968879,4647.830619839516,4075.235435513344,0.9744680851063829
26,0.96015625,0.9679078014184398,-0.013995509,-0.011269973,4650.302441364695,4114.059170490672,0.9617021276595744
27,0.9607421875,0.9689217641843972,-0.0137595935,-0.010919146,4651.231896017132,4133.679024313031,0.948936170212766
28,0.9615234375,0.9703014184397164,-0.013363435,-0.010410399,4655.618792730874,4164.629183966225,0.948936170212766
29,0.9625,0.971697695035461,-0.013077907,-0.009995853,4658.381568658104,4189.409476983299,0.9361702127659575
30,0.9630859375,0.9731604609929079,-0.012680565,-0.009487072,4662.188216610896,4219.769561215388,0.9531914893617022
31,0.96455078125,0.9742575354609929,-0.012456099,-0.009076464,4662.190853956409,4242.164013746448,0.9446808510638298
