epoch,test_acc,train_acc,test_clik,train_clik,test_plik,train_plik,accept_prob
44,0.9833984375,1.0,-0.010046198,-4.3080386e-6,-2308.0751525773017,-2207.8716521574465,1.0
45,0.98349609375,1.0,-0.01010325,-2.7632773e-6,-2308.6386196620488,-2207.7719150788807,1.0
46,0.983984375,1.0,-0.010105523,-2.1426142e-6,-2308.6829973039685,-2207.756324964529,1.0
47,0.98388671875,1.0,-0.010151999,-1.822953e-6,-2309.1605177050997,-2207.7499058669973,1.0
48,0.98388671875,1.0,-0.010203953,-1.582699e-6,-2309.672418466226,-2207.727852514402,0.9957446808510638
49,0.9837890625,1.0,-0.010256958,-1.3895728e-6,-2310.2004791954646,-2207.7142734909544,1.0
50,0.98369140625,1.0,-0.010312178,-1.2290262e-6,-2310.7626853297534,-2207.7146465043606,1.0
51,0.98369140625,1.0,-0.010369798,-1.0921065e-6,-2311.3213648205583,-2207.688908421058,1.0
52,0.98359375,1.0,-0.010429095,-9.743338e-7,-2311.911628723478,-2207.6791417937334,0.9957446808510638
53,0.98388671875,1.0,-0.010488837,-8.718456e-7,-2312.502996426624,-2207.6669404623926,1.0
54,0.9837890625,1.0,-0.010548641,-7.818377e-7,-2313.1016333885555,-2207.6621316000883,1.0
55,0.9837890625,1.0,-0.0106088035,-7.028484e-7,-2313.6963997015664,-2207.650535022647,1.0
56,0.98369140625,1.0,-0.010669147,-6.333769e-7,-2314.2921815553264,-2207.638716884102,1.0
57,0.9837890625,1.0,-0.010730425,-5.713805e-7,-2314.905476223288,-2207.635506428389,1.0
58,0.9837890625,1.0,-0.010790923,-5.1642706e-7,-2315.5161182247343,-2207.6378783844652,1.0
59,0.98388671875,1.0,-0.010852948,-4.674272e-7,-2316.1401076141215,-2207.638673265598,1.0
60,0.983984375,1.0,-0.010914115,-4.2377224e-7,-2316.754177364155,-2207.6384522697026,1.0
61,0.983984375,1.0,-0.010975025,-3.846683e-7,-2317.36664603735,-2207.639481996099,1.0
62,0.983984375,1.0,-0.011036662,-3.4948854e-7,-2317.968693698582,-2207.623040086415,1.0
63,0.983984375,1.0,-0.011096963,-3.183183e-7,-2318.567765272373,-2207.6172369915635,1.0
64,0.983984375,1.0,-0.011156413,-2.9039916e-7,-2319.164285794615,-2207.6175846837154,1.0
65,0.983984375,1.0,-0.011213619,-2.652123e-7,-2319.735132179502,-2207.6148525954222,1.0
66,0.983984375,1.0,-0.011270691,-2.4266868e-7,-2320.297929485484,-2207.6055804259768,1.0
67,0.983984375,1.0,-0.011326849,-2.225151e-7,-2320.852817808464,-2207.5976750619707,1.0
68,0.983984375,1.0,-0.011382451,-2.0477977e-7,-2321.392858294813,-2207.580628784416,1.0
69,0.983984375,1.0,-0.0114391,-1.8867509e-7,-2321.9491727405302,-2207.5694944054894,1.0
70,0.983984375,1.0,-0.011495175,-1.7398433e-7,-2322.5091709409135,-2207.567858291626,1.0
71,0.983984375,1.0,-0.011550229,-1.60972e-7,-2323.041628292005,-2207.5489977935213,1.0
72,0.983984375,1.0,-0.011598254,-1.4956805e-7,-2323.5254389081774,-2207.5518766750274,1.0
73,0.983984375,1.0,-0.011644759,-1.3941664e-7,-2323.983855880502,-2207.5446271902724,1.0
74,0.983984375,1.0,-0.01169117,-1.2996044e-7,-2324.4457288149842,-2207.5418290536018,1.0
75,0.98388671875,1.0,-0.011732552,-1.2163127e-7,-2324.845175014447,-2207.526949514273,1.0
76,0.98388671875,1.0,-0.011779408,-1.1393207e-7,-2325.3338220456667,-2207.546575328061,1.0
77,0.983984375,1.0,-0.011823678,-1.07027866e-7,-2325.792187221501,-2207.561823004544,1.0
78,0.98388671875,1.0,-0.011865572,-1.0082745e-7,-2326.2172759657533,-2207.567602040972,1.0
79,0.983984375,1.0,-0.011909955,-9.507891e-8,-2326.6652454017258,-2207.5714017963564,0.9957446808510638
80,0.98388671875,1.0,-0.0119527,-8.9875634e-8,-2327.0759425969995,-2207.5543347076714,1.0
81,0.983984375,1.0,-0.01199819,-8.509078e-8,-2327.519490545616,-2207.5427005458628,1.0
82,0.983984375,1.0,-0.012045376,-8.049852e-8,-2327.9769851263804,-2207.5280567981495,1.0
83,0.983984375,1.0,-0.012093978,-7.627056e-8,-2328.4648459756636,-2207.52964102038,1.0
84,0.9841796875,1.0,-0.012140466,-7.233812e-8,-2328.9437273126036,-2207.543412142893,1.0
85,0.98408203125,1.0,-0.012190288,-6.859125e-8,-2329.4402289789336,-2207.5414666461925,1.0
86,0.98408203125,1.0,-0.012243737,-6.484417e-8,-2329.965124879209,-2207.5316528586573,1.0
87,0.98408203125,1.0,-0.012298636,-6.120102e-8,-2330.523330514917,-2207.540643933594,0.9957446808510638
88,0.98427734375,1.0,-0.0123578785,-5.770055e-8,-2331.108946202713,-2207.5336194785023,1.0
89,0.9841796875,1.0,-0.012417306,-5.4388252e-8,-2331.7022369649403,-2207.532435074556,1.0
90,0.9841796875,1.0,-0.012476073,-5.1152835e-8,-2332.263327774314,-2207.505670015655,1.0
91,0.9841796875,1.0,-0.012538682,-4.8052748e-8,-2332.87824284213,-2207.4943080749117,1.0
92,0.98408203125,1.0,-0.012605165,-4.4997154e-8,-2333.5470127666044,-2207.4980615948,1.0
93,0.98408203125,1.0,-0.012674242,-4.210248e-8,-2334.2462381393534,-2207.506340277044,1.0
94,0.9841796875,1.0,-0.012747774,-3.9275587e-8,-2334.9895422336053,-2207.514161342137,1.0
95,0.98408203125,1.0,-0.012822617,-3.657129e-8,-2335.7407005645523,-2207.5167290705444,1.0
96,0.98427734375,1.0,-0.012900611,-3.394228e-8,-2336.5190971702586,-2207.5150149326555,1.0
97,0.98427734375,1.0,-0.0129833855,-3.139792e-8,-2337.346894017117,-2207.514915587659,1.0
98,0.9841796875,1.0,-0.013068211,-2.8975771e-8,-2338.1972090628597,-2207.5168339616985,1.0
99,0.9841796875,1.0,-0.0131556885,-2.6671424e-8,-2339.0730263238574,-2207.5177418436424,1.0
100,0.9841796875,1.0,-0.013243985,-2.4516297e-8,-2339.940168465788,-2207.501789590062,1.0
