epoch,test_acc,train_acc,test_clik,train_clik,test_plik,train_plik,accept_prob
27,0.98046875,0.9985039893617021,-0.010488376,-0.00041109015,-2362.8412162878594,-2282.6228668310723,0.00851063829787234
28,0.98212890625,0.9986369680851064,-0.010241511,-0.00038483553,-2360.372573099383,-2281.047589502581,0.00425531914893617
29,0.97998046875,0.9990192819148936,-0.010158292,-0.00031355693,-2365.4381096640973,-2282.668601302281,0.02553191489361702
30,0.9826171875,0.9990359042553192,-0.009879511,-0.00029911226,-2362.650290755406,-2281.801921157017,0.00425531914893617
31,0.98115234375,0.9990192819148936,-0.009272995,-0.00030037152,-2356.5851433555035,-2281.877476958409,0.00851063829787234
32,0.98291015625,0.9997672872340425,-0.009368755,-9.931371e-5,-2357.5427315513043,-2269.8140080253033,0.01276595744680851
33,0.98115234375,0.9988031914893617,-0.010369192,-0.00031772867,-2367.5471031943707,-2282.918906478062,0.0425531914893617
34,0.98115234375,0.9987865691489362,-0.010523913,-0.00033957598,-2369.0943215171246,-2284.229745177403,0.04680851063829787
35,0.98349609375,0.9998503989361702,-0.009342513,-6.704783e-5,-2357.280318526402,-2267.878055838719,0.04680851063829787
36,0.98359375,0.9998171542553191,-0.00934232,-5.1679886e-5,-2357.2783882895856,-2266.9559788981824,0.13191489361702127
37,0.98359375,0.9999501329787234,-0.009774687,-3.8211998e-5,-2368.32433383712,-2272.8701893592756,0.19148936170212766
38,0.98359375,0.9998171542553191,-0.00987266,-7.1924645e-5,-2366.2492534010535,-2271.838131555808,0.2170212765957447
39,0.981640625,0.9984042553191489,-0.008408972,-0.00044764622,-2351.6123744337683,-2294.381425031913,0.02553191489361702
40,0.9802734375,0.9991023936170212,-0.010082317,-0.00032616378,-2335.495611440567,-2254.2422716731107,0.02127659574468085
41,0.98330078125,0.9994182180851063,-0.009644349,-0.00017146538,-2331.115934621719,-2244.960368406204,0.00851063829787234
42,0.98154296875,0.9991190159574468,-0.010196803,-0.0002650666,-2319.4351708793515,-2233.3711335563535,0.0425531914893617
43,0.9826171875,0.9996010638297872,-0.009512365,-0.00014620947,-2312.5907876396054,-2226.239705791461,0.01702127659574468
44,0.98203125,0.999251994680851,-0.009785346,-0.00018120169,-2315.320592632281,-2228.3392388725156,0.02553191489361702
45,0.9814453125,0.9993849734042554,-0.009428579,-0.00022214801,-2311.752935161578,-2230.796018352496,0.029787234042553193
46,0.98134765625,0.9993683510638298,-0.009797463,-0.00023178467,-2327.876954946688,-2243.8094023801596,0.06382978723404255
47,0.98251953125,0.9996675531914894,-0.00958374,-0.000122003876,-2325.7397173978597,-2237.2225550748617,0.01702127659574468
48,0.98095703125,0.999251994680851,-0.010897777,-0.00024411807,-2365.4805107875345,-2271.1498270793436,0.0425531914893617
49,0.9826171875,0.9994847074468085,-0.010236608,-0.00014898299,-2358.8688240809915,-2265.4417219920633,0.029787234042553193
50,0.981640625,0.9991190159574468,-0.010957877,-0.0002345732,-2362.6151528799965,-2267.110771700187,0.02553191489361702
51,0.98154296875,0.997872340425532,-0.010917628,-0.0006745624,-2362.2126641715004,-2293.510122820182,0.00425531914893617
52,0.98115234375,0.9986369680851064,-0.011764111,-0.00039186975,-2389.8839946281837,-2295.75506549,0.0425531914893617
53,0.980078125,0.998154920212766,-0.011797173,-0.0005825711,-2398.779008849642,-2315.761541350863,0.01276595744680851
54,0.9822265625,0.9984042553191489,-0.010746056,-0.00046176524,-2388.2678394160484,-2308.5131912074303,0.01702127659574468
55,0.98291015625,0.999468085106383,-0.010438749,-0.00016864536,-2385.194765075228,-2290.9259977183556,0.04680851063829787
56,0.98408203125,0.9998670212765958,-0.009876461,-3.9593055e-5,-2379.571886046908,-2283.182858928225,0.07234042553191489
57,0.983203125,0.999783909574468,-0.010238271,-7.5682896e-5,-2371.061325521336,-2273.219585866795,0.19148936170212766
58,0.9849609375,0.9999833776595745,-0.009735583,-9.515462e-6,-2366.0344471644025,-2269.2495399426084,0.12340425531914893
59,0.983203125,0.9999501329787234,-0.0097407475,-2.7412698e-5,-2378.187338042918,-2282.4246216303736,0.37872340425531914
60,0.98203125,0.9991688829787234,-0.010202487,-0.00027638723,-2382.80473153657,-2297.3630944973856,0.06382978723404255
61,0.98427734375,0.9999168882978723,-0.0091989925,-4.714871e-5,-2372.7697812802226,-2283.608782458964,0.03829787234042553
62,0.98037109375,0.9984541223404255,-0.011622781,-0.0004895121,-2397.007665801707,-2310.150585342112,0.10638297872340426
63,0.98369140625,0.9997340425531915,-0.009401635,-6.785326e-5,-2374.796209502879,-2284.8510553128153,0.05531914893617021
64,0.984375,0.9997672872340425,-0.009700503,-5.7407047e-5,-2377.784895110789,-2284.224282432261,0.13617021276595745
65,0.98447265625,0.9999833776595745,-0.009525821,-1.1449279e-5,-2376.038068938914,-2281.466816414061,0.14468085106382977
66,0.98359375,0.9998670212765958,-0.009774196,-4.828968e-5,-2374.4237464629396,-2279.579168673633,0.24680851063829787
67,0.9814453125,0.9991190159574468,-0.011789277,-0.00026882757,-2394.574556704639,-2292.8114417754396,0.09361702127659574
68,0.97939453125,0.9986037234042553,-0.011975207,-0.00038337818,-2396.433863040088,-2299.6844791136964,0.01702127659574468
69,0.98466796875,0.9998836436170213,-0.009634322,-3.9279425e-5,-2373.0250037871583,-2279.0385533534272,0.08936170212765958
70,0.98486328125,0.9998171542553191,-0.009809589,-6.1186125e-5,-2374.777681704639,-2280.3529554568513,0.08936170212765958
71,0.983984375,0.9998503989361702,-0.009976201,-4.9456175e-5,-2376.4437965117677,-2279.649158354877,0.14042553191489363
72,0.98232421875,0.999783909574468,-0.01035427,-9.014381e-5,-2380.224489565967,-2282.0904163085206,0.15319148936170213
73,0.9810546875,0.9986037234042553,-0.011147661,-0.00039359892,-2388.7153686901192,-2300.854696693049,0.14893617021276595
74,0.98193359375,0.9987865691489362,-0.009585708,-0.0003563864,-2358.3566429717357,-2283.88273931573,0.03829787234042553
75,0.98251953125,0.9996841755319149,-0.009826872,-0.00010060964,-2360.7682716948802,-2268.536135445338,0.029787234042553193
76,0.9828125,0.9993018617021276,-0.010013814,-0.00021306297,-2355.062234735587,-2267.707875108817,0.09787234042553192
77,0.98388671875,1.0,-0.009988762,-7.897489e-6,-2354.8117235661534,-2255.3979462445764,0.09361702127659574
78,0.98193359375,0.9999667553191489,-0.010094179,-2.2806742e-5,-2352.7890578775814,-2253.215674665492,0.23404255319148937
79,0.98203125,0.999468085106383,-0.010911909,-0.00015034739,-2360.966357377093,-2260.868113663714,0.2170212765957447
80,0.98017578125,0.9990192819148936,-0.011707749,-0.0002962218,-2368.9247619181087,-2269.6205798654964,0.03829787234042553
81,0.9810546875,0.9993517287234043,-0.010690462,-0.00020267839,-2373.43662555652,-2278.6927119060074,0.01276595744680851
82,0.9826171875,0.9994182180851063,-0.010529083,-0.00016116854,-2371.822840766481,-2276.202120856813,0.05531914893617021
83,0.9845703125,0.9999833776595745,-0.009533222,-1.5359174e-5,-2361.864230231813,-2267.4535586400543,0.14042553191489363
84,0.984375,1.0,-0.009463526,-3.85262e-6,-2361.1672697825943,-2266.763165445498,0.31063829787234043
85,0.98369140625,1.0,-0.009552191,-1.365805e-5,-2359.7774879421986,-2265.0750593032635,0.451063829787234
86,0.98271484375,0.9999667553191489,-0.009788517,-3.3668162e-5,-2339.0800989350796,-2243.2150185784817,0.3702127659574468
87,0.9837890625,0.9998171542553191,-0.009767348,-4.2904067e-5,-2323.8625020412865,-2228.7632688908043,0.3021276595744681
88,0.9841796875,0.9999833776595745,-0.010015481,-9.54875e-6,-2326.3438329128685,-2226.76194989962,0.22127659574468084
89,0.9828125,0.9998503989361702,-0.01042292,-6.471776e-5,-2318.1260386418357,-2217.7799018334404,0.41702127659574467
90,0.980859375,0.9984541223404255,-0.011254447,-0.00043118585,-2326.441300482656,-2239.767987341787,0.07234042553191489
91,0.98232421875,0.9993849734042554,-0.010097768,-0.00018937909,-2314.874520392324,-2225.259581656362,0.02127659574468085
92,0.98310546875,0.9998337765957447,-0.009357434,-5.876426e-5,-2312.6052404306265,-2222.5567551515433,0.1148936170212766
93,0.98212890625,0.9997007978723405,-0.010979767,-0.00010502917,-2323.900318412082,-2220.4044001381562,0.07234042553191489
94,0.983203125,0.9998337765957447,-0.009282424,-6.7212146e-5,-2306.9268915932344,-2218.1353786270784,0.01276595744680851
95,0.9837890625,0.9989361702127659,-0.009618512,-0.00038544432,-2310.2877772133515,-2237.2293093483613,0.09361702127659574
96,0.98212890625,0.9992686170212766,-0.011997329,-0.0002886451,-2334.075939444797,-2231.421356467502,0.15319148936170213
97,0.9833984375,0.9999335106382978,-0.01029155,-3.9226445e-5,-2315.397613335112,-2214.835695553282,0.1276595744680851
98,0.98330078125,0.9992686170212766,-0.011692503,-0.00022370524,-2329.407134819487,-2225.9044235234055,0.1702127659574468
99,0.98408203125,0.999717420212766,-0.010583777,-8.9148925e-5,-2318.319877434233,-2217.831044483641,0.01276595744680851
100,0.9822265625,0.9988863031914894,-0.010744591,-0.0003158777,-2315.4423003358474,-2226.9490466279617,0.11914893617021277
