epoch,test_acc,train_acc,test_clik,train_clik
1,0.96748046875,0.9705119680851064,-0.011677797,-0.010319829
2,0.97333984375,0.9834607712765957,-0.0084605375,-0.005608363
3,0.97294921875,0.9866688829787233,-0.008409353,-0.0043279827
4,0.97685546875,0.9909408244680851,-0.007547825,-0.0028991583
5,0.97880859375,0.99453125,-0.0067804186,-0.0017523584
6,0.978515625,0.9960771276595745,-0.006891644,-0.0013362892
7,0.97919921875,0.9934840425531914,-0.008164249,-0.0017888647
8,0.98056640625,0.9975565159574468,-0.0074414387,-0.00081723125
9,0.98212890625,0.9971409574468085,-0.007600622,-0.00087115314
10,0.97958984375,0.9964760638297873,-0.008981714,-0.0010146239
11,0.98017578125,0.9981050531914893,-0.008407067,-0.0005941002
12,0.9798828125,0.9984042553191489,-0.0087233,-0.0005157256
13,0.98056640625,0.9975565159574468,-0.009431282,-0.0007272482
14,0.98017578125,0.9980385638297873,-0.009509615,-0.0006152371
15,0.9810546875,0.9982047872340426,-0.008639329,-0.00059184956
16,0.98046875,0.9972905585106383,-0.01000164,-0.00076542
17,0.97763671875,0.9959441489361702,-0.011353754,-0.0014128302
18,0.980078125,0.999185505319149,-0.010501195,-0.00028568803
19,0.97998046875,0.9967752659574468,-0.010025389,-0.0010620776
20,0.979296875,0.9977559840425532,-0.010392407,-0.00068710156
21,0.97724609375,0.9963929521276595,-0.010488819,-0.0010388496
22,0.982421875,0.9990026595744681,-0.008728995,-0.0002915783
23,0.98203125,0.9989029255319148,-0.009328526,-0.00033975518
24,0.98349609375,0.9997007978723405,-0.00876421,-9.321731e-5
25,0.98046875,0.9991190159574468,-0.010443352,-0.00030252372
26,0.97939453125,0.9981881648936171,-0.010829655,-0.0006070768
27,0.98291015625,0.9990026595744681,-0.009419347,-0.00031629865
28,0.981640625,0.9994015957446809,-0.009317356,-0.00023477798
29,0.98515625,0.9999002659574469,-0.008083181,-2.411524e-5
30,0.98515625,1.0,-0.008238109,-3.5973974e-6
31,0.9849609375,1.0,-0.00836806,-2.0982225e-6
32,0.9849609375,1.0,-0.008478498,-1.6610635e-6
33,0.98505859375,1.0,-0.008577114,-1.360064e-6
34,0.98515625,1.0,-0.008668171,-1.1358297e-6
35,0.98515625,1.0,-0.008753941,-9.618135e-7
36,0.98525390625,1.0,-0.008835813,-8.221676e-7
37,0.9853515625,1.0,-0.008916162,-7.0768243e-7
38,0.9853515625,1.0,-0.008992907,-6.1295515e-7
39,0.98544921875,1.0,-0.009067063,-5.3314733e-7
40,0.98544921875,1.0,-0.009140039,-4.6585103e-7
41,0.985546875,1.0,-0.009212214,-4.0804494e-7
42,0.985546875,1.0,-0.009283154,-3.584565e-7
43,0.985546875,1.0,-0.009352808,-3.1569436e-7
44,0.98564453125,1.0,-0.0094209695,-2.7862e-7
45,0.9857421875,1.0,-0.009488867,-2.4616563e-7
46,0.9857421875,1.0,-0.00955617,-2.1819405e-7
47,0.9857421875,1.0,-0.009623989,-1.9363013e-7
48,0.9857421875,1.0,-0.009690343,-1.724191e-7
49,0.98564453125,1.0,-0.009754279,-1.5402972e-7
50,0.98564453125,1.0,-0.009817326,-1.381381e-7
51,0.9857421875,1.0,-0.009878482,-1.2441612e-7
52,0.98583984375,1.0,-0.009937202,-1.1263543e-7
53,0.98583984375,1.0,-0.009993805,-1.0254481e-7
54,0.98583984375,1.0,-0.010048497,-9.394812e-8
55,0.98583984375,1.0,-0.010102195,-8.649186e-8
56,0.9859375,1.0,-0.010151686,-8.0088085e-8
57,0.9859375,1.0,-0.010201637,-7.453364e-8
58,0.9859375,1.0,-0.010248782,-6.976154e-8
59,0.9859375,1.0,-0.010295236,-6.559421e-8
60,0.9859375,1.0,-0.010341728,-6.194082e-8
61,0.98603515625,1.0,-0.010386697,-5.8634356e-8
62,0.98603515625,1.0,-0.010430667,-5.56286e-8
63,0.9861328125,1.0,-0.010476877,-5.29004e-8
64,0.9861328125,1.0,-0.010524329,-5.0330787e-8
65,0.98623046875,1.0,-0.010571044,-4.7869843e-8
66,0.98623046875,1.0,-0.0106188785,-4.553528e-8
67,0.98623046875,1.0,-0.010667064,-4.3281176e-8
68,0.98623046875,1.0,-0.010713818,-4.1090658e-8
69,0.986328125,1.0,-0.010762955,-3.8954386e-8
70,0.986328125,1.0,-0.01081557,-3.687912e-8
71,0.986328125,1.0,-0.010870242,-3.483783e-8
72,0.986328125,1.0,-0.0109270755,-3.286806e-8
73,0.986328125,1.0,-0.010983774,-3.0928103e-8
74,0.986328125,1.0,-0.011043851,-2.9027872e-8
75,0.986328125,1.0,-0.0111072585,-2.7206127e-8
76,0.98623046875,1.0,-0.011164519,-2.5462876e-8
77,0.986328125,1.0,-0.011229534,-2.379552e-8
78,0.986328125,1.0,-0.011295208,-2.218518e-8
79,0.986328125,1.0,-0.011361696,-2.062947e-8
80,0.986328125,1.0,-0.011432432,-1.9154438e-8
81,0.98623046875,1.0,-0.011503382,-1.7741794e-8
82,0.98623046875,1.0,-0.0115702255,-1.6429096e-8
83,0.98623046875,1.0,-0.011639275,-1.5177186e-8
84,0.98623046875,1.0,-0.011714267,-1.39777345e-8
85,0.9861328125,1.0,-0.011789036,-1.2871661e-8
86,0.9861328125,1.0,-0.011866114,-1.18331425e-8
87,0.98603515625,1.0,-0.011941338,-1.0860588e-8
88,0.98603515625,1.0,-0.01201667,-9.961945e-9
89,0.98603515625,1.0,-0.012098724,-9.115951e-9
90,0.98603515625,1.0,-0.012174397,-8.3452605e-9
91,0.98603515625,1.0,-0.012250419,-7.641922e-9
92,0.9859375,1.0,-0.012323141,-6.984282e-9
93,0.98603515625,1.0,-0.012399188,-6.388034e-9
94,0.98603515625,1.0,-0.012475124,-5.839869e-9
95,0.98603515625,1.0,-0.01255307,-5.3286584e-9
96,0.98603515625,1.0,-0.012633346,-4.8444693e-9
97,0.98603515625,1.0,-0.012714104,-4.4107455e-9
98,0.98603515625,1.0,-0.012795282,-4.0012615e-9
99,0.98603515625,1.0,-0.012876961,-3.6338976e-9
100,0.98603515625,1.0,-0.012958621,-3.2973302e-9
