epoch,test_acc,train_acc,test_clik,train_clik,test_plik,train_plik,accept_prob
1,0.73525390625,0.7286125886524824,-0.08203079,-0.08342112,3996.0370378060234,-188.92219070960164,0.2
2,0.8140625,0.8059785017730496,-0.06083945,-0.062339623,4207.950367884148,1075.9674577278984,0.0
3,0.83818359375,0.8308566046099292,-0.055094186,-0.05626041,4265.403065638055,1440.7201432747734,0.0
4,0.85009765625,0.8480662677304964,-0.050972193,-0.051831488,4306.622975306023,1706.4557389778984,0.0
5,0.86259765625,0.8610760195035462,-0.047327437,-0.04793267,4343.070546106805,1940.3846940560234,0.0
6,0.8720703125,0.8715314716312057,-0.043993983,-0.04436849,4376.405079798211,2154.2355241341484,0.0
7,0.88173828125,0.8811613475177305,-0.040872462,-0.041022018,4407.620289759148,2355.0238542122734,0.0
8,0.88994140625,0.890907579787234,-0.037863713,-0.037762288,4437.707783655633,2550.6075944466484,0.0
9,0.8990234375,0.8993406471631206,-0.03490284,-0.03455268,4467.316487268914,2743.1842546028984,0.0
10,0.9068359375,0.9088209219858155,-0.032077465,-0.03149433,4495.570240931023,2926.685109095086,0.0
11,0.912890625,0.9170157358156028,-0.029474858,-0.028694909,4521.596302942742,3094.6503190560234,0.0
12,0.9203125,0.9249113475177304,-0.027142808,-0.026210358,4544.916829065789,3243.723439173211,0.0
13,0.9271484375,0.9309951241134752,-0.025092484,-0.024045562,4565.420048670281,3373.611134485711,0.0
14,0.93173828125,0.9358820921985815,-0.023314143,-0.022170024,4583.203480677117,3486.1434831185234,0.0
15,0.93525390625,0.9404310726950355,-0.021794865,-0.020540837,4598.396244959344,3583.8947038216484,0.0
16,0.9404296875,0.944498005319149,-0.020500043,-0.019125795,4611.344471888055,3668.797169641961,0.0
17,0.94326171875,0.9477836879432624,-0.019395985,-0.017884262,4622.385045008172,3743.2892350716484,0.0
18,0.9458984375,0.9510527482269504,-0.018442068,-0.016792258,4631.924214319695,3808.809376673211,0.0
19,0.9478515625,0.9538231382978724,-0.017620692,-0.01582292,4640.137974695672,3866.969777063836,0.0
20,0.95146484375,0.9565990691489362,-0.016898502,-0.014950508,4647.359883265008,3919.3143815560234,0.0
21,0.95400390625,0.9592198581560283,-0.016263118,-0.014158715,4653.713719324578,3966.8220109505546,0.0
22,0.95556640625,0.9612644060283687,-0.015684828,-0.013429572,4659.496617273797,4010.570607141961,0.0
