epoch,test_acc,train_acc,test_clik,train_clik
1,0.86376953125,0.8550587322695036,-0.05497523,-0.05665306
2,0.891796875,0.8856105939716312,-0.042729124,-0.044205718
3,0.90458984375,0.9006482712765957,-0.03774743,-0.039119273
4,0.91962890625,0.914383865248227,-0.0338813,-0.03496265
5,0.9212890625,0.918395390070922,-0.031278215,-0.03218617
6,0.92734375,0.9255208333333333,-0.028574709,-0.029364446
7,0.93251953125,0.9306349734042553,-0.02642772,-0.027054833
8,0.93740234375,0.9350897606382979,-0.025518455,-0.026070997
9,0.9421875,0.9406693262411348,-0.023740139,-0.024276836
10,0.94306640625,0.9426584663120567,-0.02344745,-0.023678867
11,0.94833984375,0.9472240691489362,-0.021822758,-0.02212262
12,0.94912109375,0.9493406471631206,-0.021028824,-0.02130049
13,0.94814453125,0.9498836436170213,-0.021119539,-0.021324284
14,0.951953125,0.9533078457446809,-0.020172307,-0.020321032
15,0.95498046875,0.9548038563829787,-0.019291146,-0.019450927
16,0.951953125,0.9538453014184397,-0.019066187,-0.01907913
17,0.955078125,0.9554909131205674,-0.0182802,-0.018126495
18,0.95537109375,0.9580507535460994,-0.018161535,-0.018047681
19,0.95673828125,0.9586602393617021,-0.017838327,-0.017613718
20,0.95732421875,0.9593971631205674,-0.017519929,-0.017153304
21,0.958203125,0.9600288120567376,-0.016750576,-0.016429208
22,0.95712890625,0.9608543882978723,-0.017289145,-0.016799143
23,0.957421875,0.9603945035460993,-0.016741738,-0.016274361
24,0.9591796875,0.9628878546099291,-0.016365902,-0.01588033
25,0.9599609375,0.9630319148936171,-0.015725415,-0.015191933
26,0.95927734375,0.9619015957446808,-0.015991,-0.015401123
27,0.95947265625,0.9633311170212766,-0.015590078,-0.014896895
28,0.96044921875,0.9634363918439717,-0.015271006,-0.014727586
29,0.9625,0.9651152482269504,-0.015095449,-0.014481071
30,0.9615234375,0.9661070478723405,-0.014591901,-0.013977972
31,0.96015625,0.9631815159574468,-0.0148094995,-0.01407773
32,0.96171875,0.9654920212765957,-0.013904906,-0.013158441
33,0.96279296875,0.9659408244680852,-0.014301336,-0.0134503255
34,0.9640625,0.9672041223404255,-0.014231114,-0.013332706
35,0.9626953125,0.9661236702127659,-0.014058499,-0.01316972
36,0.9658203125,0.9687998670212766,-0.013877235,-0.013021798
37,0.96572265625,0.9681848404255319,-0.013416377,-0.012613456
38,0.9662109375,0.9688331117021277,-0.012955589,-0.012039791
39,0.96708984375,0.9694481382978724,-0.01340296,-0.012382039
40,0.96845703125,0.9704454787234043,-0.01313343,-0.012180895
41,0.965625,0.9691323138297873,-0.012944245,-0.01180545
42,0.9666015625,0.9712101063829788,-0.012902134,-0.011753182
43,0.9658203125,0.9698803191489361,-0.013169973,-0.011921406
44,0.968359375,0.9710605053191489,-0.012667511,-0.011535464
45,0.9681640625,0.9706948138297873,-0.01256082,-0.011432771
46,0.96806640625,0.9698636968085106,-0.012572823,-0.011505077
47,0.96904296875,0.9719248670212766,-0.012447078,-0.011198017
48,0.9673828125,0.9712932180851064,-0.012218508,-0.0109295305
49,0.9685546875,0.9727393617021277,-0.012239439,-0.0108886175
50,0.96826171875,0.9714760638297872,-0.012206761,-0.01089753
51,0.96728515625,0.9729886968085106,-0.0123359505,-0.010851319
52,0.9677734375,0.9713264627659575,-0.01270295,-0.011185519
53,0.9673828125,0.972406914893617,-0.012073505,-0.010514986
54,0.96962890625,0.9722905585106383,-0.01187702,-0.010477735
55,0.97041015625,0.9741356382978723,-0.011553167,-0.010108686
56,0.97001953125,0.9738364361702128,-0.011849407,-0.010313558
57,0.969140625,0.9732214095744681,-0.011503635,-0.010103261
58,0.9703125,0.9746176861702127,-0.0114560295,-0.009925271
59,0.96923828125,0.9730385638297873,-0.011901729,-0.010434505
60,0.9689453125,0.9734873670212766,-0.011617014,-0.010016225
61,0.96865234375,0.9736702127659574,-0.0120719625,-0.010489555
62,0.96953125,0.9739029255319149,-0.011627043,-0.010079226
63,0.96943359375,0.9742686170212767,-0.011071002,-0.009630303
64,0.969921875,0.975,-0.011141526,-0.009511662
65,0.96982421875,0.9747506648936171,-0.011312705,-0.009690899
66,0.96943359375,0.974434840425532,-0.011029496,-0.009363977
67,0.97001953125,0.9753989361702128,-0.01112618,-0.009425573
68,0.97158203125,0.9757646276595745,-0.01088566,-0.009158987
69,0.96943359375,0.9751994680851064,-0.011141669,-0.009420469
70,0.9701171875,0.975748005319149,-0.011061121,-0.009293109
71,0.97099609375,0.9764295212765958,-0.011040873,-0.009316554
72,0.9697265625,0.9752160904255319,-0.010684298,-0.009023927
73,0.97138671875,0.97578125,-0.010954922,-0.009265075
74,0.97080078125,0.9768284574468085,-0.010708634,-0.008947482
75,0.972265625,0.9770445478723404,-0.010546305,-0.008846896
76,0.969921875,0.9755984042553192,-0.010747215,-0.009033176
77,0.9701171875,0.9759973404255319,-0.010644786,-0.008884602
78,0.9697265625,0.9771276595744681,-0.010750871,-0.008867833
79,0.9712890625,0.9765625,-0.010379056,-0.008666382
80,0.9703125,0.9762965425531915,-0.010771401,-0.008838398
81,0.97138671875,0.9768617021276595,-0.010615846,-0.008712642
82,0.96982421875,0.9759973404255319,-0.010708426,-0.0088148145
83,0.97021484375,0.9765957446808511,-0.010731344,-0.008869453
84,0.96962890625,0.9753823138297872,-0.010856409,-0.009102332
85,0.97080078125,0.9774268617021277,-0.010479857,-0.008589176
86,0.97255859375,0.9780086436170212,-0.010463847,-0.0085422965
87,0.97080078125,0.9774601063829788,-0.010527303,-0.008629485
88,0.97021484375,0.9771775265957446,-0.0104750525,-0.008576955
89,0.96982421875,0.9765957446808511,-0.010720718,-0.008745733
90,0.97080078125,0.9764461436170213,-0.0104745375,-0.008568006
91,0.97109375,0.9775598404255319,-0.010341712,-0.008398318
92,0.97197265625,0.9783909574468085,-0.010338226,-0.008364857
93,0.97138671875,0.9780751329787234,-0.010393425,-0.008403556
94,0.97177734375,0.9782746010638298,-0.010456088,-0.008425959
95,0.97138671875,0.9780585106382979,-0.010362754,-0.008277041
96,0.97314453125,0.9793384308510639,-0.010212243,-0.008151249
97,0.97255859375,0.9799867021276596,-0.009911789,-0.007848142
98,0.97373046875,0.9792054521276595,-0.009872781,-0.007964199
99,0.97177734375,0.9782579787234043,-0.010112356,-0.008111479
100,0.97119140625,0.9781748670212767,-0.0102058165,-0.008275348
